Book_Name,book_id,guten_genre,Author_Name,postive,neutral,negative,sentence_length,TTR,person_count,she_pronoun,he_pronoun,ease_of_readability,class
The Woman in the Alcove,pg1851.epub,Detective and Mystery,Green| Anna Katharine,0.136,0.762,0.10300000000000000,3518,0.858375975013622,52,86,340,76.75,1
A Mummer's Tale,pg18545.epub,Literary,France| Anatole,0.14,0.753,0.107,3315,0.870524299551704,195,208,198,80.88,2
Initials Only,pg1857.epub,Detective and Mystery,Green| Anna Katharine,0.133,0.758,0.109,5567,0.870602553383572,101,188,429,79.43,1
The President: A Novel,pg18572.epub,Literary,Lewis| Alfred Henry,0.14,0.7660000000000000,0.094,6484,0.871452291533601,220,187,410,76.31,2
The Poor Plutocrats,pg18705.epub,Literary,Jkai| Mr,0.124,0.777,0.099,5431,0.87197467983114,147,219,406,77.14,2
Dr. Dumany's Wife,pg18708.epub,Literary,Jkai| Mr,0.158,0.741,0.1,4333,0.858439841397965,181,143,200,78.22,2
Painted Windows,pg1875.epub,Literary,Peattie| Elia Wilkinson,0.132,0.77,0.098,812,0.842816871380872,29,54,38,77.59,2
A Millionaire of Yesterday,pg1878.epub,Detective and Mystery,Oppenheim| E. Phillips,0.135,0.76,0.105,5729,0.867505475288645,106,98,309,82.52,1
The House of Martha,pg18822.epub,Literary,Stockton| Frank Richard,0.14,0.7960000000000000,0.064,4700,0.845659284269471,115,270,135,79.22,2
Winner Take All,pg18829.epub,Literary,Evans| Larry,0.132,0.76,0.10800000000000000,3330,0.874288432167327,66,159,238,84.7,2
The Bittermeads Mystery,pg1888.epub,Detective and Mystery,Punshon| E. R.,0.129,0.76,0.111,3371,0.865917805719009,68,150,318,79.47,1
Then I'll Come Back to You,pg18894.epub,Literary,Evans| Larry,0.115,0.7930000000000000,0.092,6596,0.877453679740867,164,312,534,80.71,2
The Seventh Man,pg1897.epub,Western Stories,Brand| Max,0.105,0.7910000000000000,0.10400000000000000,4612,0.861229300508822,198,214,372,88.58,5
The Starbucks,pg18984.epub,Literary,Read| Opie Percival,0.127,0.7860000000000000,0.087,4270,0.877682392349643,262,150,281,95.3,2
Sword and Gown: A Novel,pg19121.epub,Literary,Lawrence| George A.,0.162,0.716,0.122,3161,0.8830527772559030,273,169,226,66.32,2
The House in the Mist,pg19147.epub,Detective and Mystery,Green| Anna Katharine,0.134,0.7610000000000000,0.105,1592,0.864488824791131,75,116,139,76.71,1
The Cow Puncher,pg19173.epub,Literary,Stead| Robert J. C.,0.14,0.768,0.092,5373,0.867206641173104,118,207,322,81.72,2
Lady Larkspur,pg19204.epub,Literary,Nicholson| Meredith,0.15,0.7610000000000000,0.08900000000000000,1931,0.861576224204502,88,113,125,80.66,2
The Alchemist's Secret,pg19224.epub,Literary,Williams| Isabel Cecilia,0.147,0.7390000000000000,0.114,1899,0.866681929914729,81,152,147,87.94,2
Joyce of the North Woods,pg19225.epub,Literary,Comstock| Harriet T.,0.145,0.743,0.111,6833,0.870843131195953,158,264,358,82.39,2
Michael McGrath- Postmaster,pg19257.epub,Literary,Connor| Ralph,0.145,0.755,0.1,497,0.855073483192987,32,2,82,81.29,2
His Heart's Queen,pg19259.epub,Literary,Sheldon| Mrs. Georgie,0.175,0.722,0.10300000000000000,3155,0.869530330829165,93,328,211,76.59,2
Born Again,pg19459.epub,Literary,Lawson| Alfred W.,0.166,0.733,0.1,2284,0.864112935815331,77,109,159,60.12,2
Branded,pg19472.epub,Western Stories,Lynde| Francis,0.11,0.8030000000000000,0.08800000000000000,678,0.842934497680037,38,17,71,76.96,5
North of Fifty-Three,pg19510.epub,Literary,Sinclair| Bertrand W.,0.12300000000000000,0.78,0.09700000000000000,6406,0.874846991812264,194,339,295,81.58,2
Kate Danton- Captain Danton's Daughters: A Novel,pg19512.epub,Literary,Fleming| May Agnes,0.174,0.726,0.099,6119,0.877379703640909,174,201,177,83.94,2
Sight Unseen,pg1960.epub,Detective and Mystery,Rinehart| Mary Roberts,0.10400000000000000,0.7980000000000000,0.098,2678,0.855485209391329,46,96,101,82.24,1
The Confession,pg1963.epub,Detective and Mystery,Rinehart| Mary Roberts,0.092,0.7860000000000000,0.122,2187,0.844749536127185,53,144,55,82.65,1
Dixie Hart,pg19818.epub,Literary,Harben| Will N.,0.128,0.7860000000000000,0.086,6922,0.864813337706915,400,355,464,91.81,2
Heart - A Social Novel,pg20235.epub,Literary,Tupper| Martin Farquhar,0.21900000000000000,0.6580000000000000,0.122,1128,0.888407197556413,136,71,162,65.89,2
A Political Romance,pg20257.epub,Literary,Sterne| Laurence,0.125,0.8060000000000000,0.069,207,0.849376554286093,161,2,74,72.39,2
The Lovely Lady,pg20359.epub,Literary,Austin| Mary Hunter,0.135,0.8110000000000000,0.054000000000000000,2336,0.852825373286521,104,158,188,77.24,2
A Son of the Hills,pg20424.epub,Literary,Comstock| Harriet T.,0.154,0.738,0.10800000000000000,6277,0.8713948023937430,195,288,346,82.16,2
The Seventh Noon,pg20429.epub,Literary,Bartlett| Frederick Orin,0.128,0.7660000000000000,0.106,5853,0.864049275541859,85,165,327,82.93,2
The Triflers,pg20458.epub,Literary,Bartlett| Frederick Orin,0.14300000000000000,0.769,0.08800000000000000,6268,0.864229376319315,91,263,280,91.9,2
Ernest Linwood- The Inner Life of the Author,pg20462.epub,Literary,Hentz| Caroline Lee,0.19400000000000000,0.6940000000000000,0.11200000000000000,8915,0.864082795341221,186,255,363,79.33,2
The Complete Prose Works of Martin Farquhar Tupper,pg20610.epub,Literary,Tupper| Martin Farquhar,0.191,0.688,0.122,5299,0.886616153722526,780,240,523,65.78,2
The Master-Knot of Human Fate,pg20615.epub,Literary,Meredith| Ellis,0.134,0.778,0.08900000000000000,1937,0.867689334349243,95,96,105,79.89,2
The Romance of an Old Fool,pg20661.epub,Love and Romance,Field| Roswell Martin,0.2,0.716,0.083,1068,0.847477674056994,62,80,45,68.36,3
The Monctons: A Novel. Volume 1 (of 2),pg20835.epub,Literary,Moodie| Susanna,0.188,0.685,0.126,3104,0.865257285184703,119,97,198,77.4,2
In Apple-Blossom Time: A Fairy-Tale to Date,pg20901.epub,Love and Romance,Burnham| Clara Louise,0.149,0.755,0.09700000000000000,4431,0.871496832573441,95,267,203,83.37,3
Overdue: The Story of a Missing Ship,pg21067.epub,Sea and Adventure,Collingwood| Harry,0.11900000000000000,0.815,0.066,2183,0.847375972882883,102,64,146,67.38,4
The Ghost Ship: A Mystery of the Sea,pg21087.epub,Sea and Adventure,Hutcheson| John C.,0.125,0.7760000000000000,0.1,3474,0.871348940019388,215,134,280,77.29,4
Phyllis of Philistia,pg2155.epub,Literary,Moore| Frank Frankfort,0.16,0.7560000000000000,0.084,5129,0.853024933381391,147,222,225,79.27,2
Rattlin the Reefer,pg21578.epub,Sea and Adventure,Howard| Edward,0.149,0.7490000000000000,0.102,6723,0.861763259818956,400,167,376,76.54,4
On the Stairs,pg21613.epub,Literary,Fuller| Henry Blake,0.134,0.8030000000000000,0.063,2628,0.869756360964098,74,61,219,68.51,2
April's Lady: A Novel,pg21641.epub,Literary,Duchess|,0.16700000000000000,0.711,0.122,9763,0.875566454436553,173,455,408,83.77,2
The Making of a Soul,pg21674.epub,Literary,Rhodes| Kathlyn,0.163,0.732,0.105,6343,0.872403956313944,241,366,297,81.17,2
The Tyranny of Weakness,pg21689.epub,Literary,Buck| Charles Neville,0.134,0.752,0.113,5390,0.866447112462661,127,262,424,78.45,2
Flint: His Faults- His Friendships and His Fortunes,pg21690.epub,Literary,Goodwin| Maud Wilder,0.146,0.763,0.091,3177,0.873556683742391,167,139,228,80.58,2
Agatha's Husband: A Novel,pg21767.epub,Literary,Craik| Dinah Maria Mulock,0.16900000000000000,0.7240000000000000,0.107,9326,0.888766818213342,255,382,339,80.81,2
The Mark Of Cain,pg21821.epub,Literary,Lang| Andrew,0.13,0.772,0.09700000000000000,3068,0.868672539174492,230,122,275,78.69,2
The Daughters of Danaus,pg21858.epub,Literary,Caird| Mona,0.16,0.716,0.12300000000000000,10184,0.873110072729285,232,326,202,69.74,2
Afterwards,pg21867.epub,Literary,Rhodes| Kathlyn,0.154,0.733,0.114,6016,0.874756396506599,153,263,360,79.37,2
Luna Benamor,pg21870.epub,Literary,Ibez| Vicente Blasco,0.136,0.755,0.10800000000000000,1801,0.851070101688932,90,83,157,65.38,2
Blacksheep! Blacksheep!,pg21887.epub,Sea and Adventure,Nicholson| Meredith,0.145,0.753,0.102,5530,0.861862444187063,160,165,404,78.46,4
Embarrassments,pg21932.epub,Literary,James| Henry,0.151,0.7660000000000000,0.083,3045,0.854972901812576,90,240,223,79.42,2
The Pleasant Street Partnership: A Neighborhood Story,pg21944.epub,Literary,Leonard| Mary Finley,0.172,0.75,0.079,3093,0.8747563865071430,123,215,128,81.79,2
The Lure of the Mask,pg22158.epub,Literary,MacGrath| Harold,0.156,0.753,0.092,8196,0.871458845160116,204,205,289,83.59,2
Aunt Rachel - A Rustic Sentimental Comedy,pg22202.epub,Literary,Murray| David Christie,0.135,0.78,0.085,3247,0.867740589021029,127,121,211,80.79,2
In Direst Peril,pg22205.epub,Literary,Murray| David Christie,0.139,0.7660000000000000,0.095,4266,0.850350170910523,107,142,220,78.83,2
An Old Meerschaum - From Coals Of Fire And Other Stories- Volume II. (of III.),pg22206.epub,Literary,Murray| David Christie,0.149,0.743,0.10800000000000000,933,0.859704738085952,63,45,101,77.43,2
The Romance Of Giovanni Calvotti - From Coals Of Fire And Other Stories- Volume II. (of III.),pg22207.epub,Literary,Murray| David Christie,0.147,0.7490000000000000,0.10400000000000000,1609,0.854913412559208,48,42,106,82.7,2
Cruel Barbara Allen - From Coals Of Fire And Other Stories- Volume II. (of III.),pg22208.epub,Literary,Murray| David Christie,0.157,0.7440000000000000,0.1,663,0.858789672061179,41,37,52,80.63,2
Molly Bawn,pg22214.epub,Literary,Duchess| ,0.179,0.701,0.12,10564,0.883121990953881,214,352,437,82.31,2
Oswald Langdon - Pierre and Paul Lanier. A Romance of 1894-1898,pg22221.epub,Literary,Hamilton| Levi Jackson,0.138,0.7240000000000000,0.138,6001,0.899765506464969,188,71,243,59.06,2
"Schwartz: A History - From ""Schwartz"" by David Christie Murray",pg22271.epub,Literary,Murray| David Christie,0.11200000000000000,0.81,0.078,372,0.84638491357084,27,21,61,70.9,2
"Young Mr. Barter's Repentance - From ""Schwartz"" by David Christie Murray",pg22272.epub,Literary,Murray| David Christie,0.138,0.76,0.102,1513,0.857327834542192,62,20,169,77.03,2
"Bulldog And Butterfly - From ""Schwartz"" by David Christie Murray",pg22273.epub,Literary,Murray| David Christie,0.16900000000000000,0.745,0.086,819,0.867052827738643,35,54,67,80.45,2
"Julia And Her Romeo: A Chronicle Of Castle Barfield - From ""Schwartz"" by David Christie Murray",pg22274.epub,Literary,Murray| David Christie,0.129,0.754,0.11700000000000000,1217,0.869065679003404,98,58,106,81.01,2
VC â A Chronicle of Castle Barfield and of the Crimea,pg22275.epub,Literary,Murray| David Christie,0.12300000000000000,0.7830000000000000,0.094,2469,0.8542239380180850,132,26,183,79.61,2
Despair's Last Journey,pg22276.epub,Literary,Murray| David Christie,0.134,0.77,0.096,8970,0.859559350948919,402,202,430,80.31,2
"The Tale Of Mr. Peter Brown - Chelsea Justice - From ""The New Decameron""|| Volume III.",pg22476.epub,Literary,Sackville-West| Vita,0.11600000000000000,0.773,0.111,618,0.852691606278633,43,17,78,79.3,2
Mary Louise and Josie O'Gorman,pg22532.epub,Literary,Sampson| Emma Speed,0.14400000000000000,0.77,0.087,2779,0.877235838771688,154,168,102,82.36,2
King Candaules,pg22660.epub,Literary,Gautier| Thophile,0.147,0.759,0.094,639,0.85316181391357,70,66,74,56.1,2
32 Caliber,pg22781.epub,Literary,McGibeny| Donald,0.12,0.763,0.11800000000000000,3084,0.86401315432224,107,101,179,82.91,2
Havoc,pg2287.epub,Detective and Mystery,Oppenheim| E. Phillips,0.127,0.784,0.08900000000000000,7386,0.870182145167227,100,146,295,82.94,1
Doctor Luttrell's First Patient,pg22883.epub,Love and Romance,Carey| Rosa Nouchette,0.166,0.7340000000000000,0.1,3661,0.877209996127828,133,193,205,82.34,3
Nell- of Shorne Mills- One Heart's Burden,pg22961.epub,Literary,Garvice| Charles,0.16,0.732,0.10800000000000000,11299,0.862911598524243,192,378,408,92.24,2
A Modern Idyll,pg23009.epub,Literary,Harris| Frank,0.171,0.738,0.091,661,0.855762948988783,26,61,120,79.09,2
Gulmore- The Boss,pg23010.epub,Literary,Harris| Frank,0.159,0.727,0.114,1192,0.863129317906328,48,87,155,81.26,2
Elder Conklin,pg23012.epub,Literary,Harris| Frank,0.14,0.7560000000000000,0.10300000000000000,1257,0.866870473929637,50,128,158,82.89,2
Helen and Arthur- Miss Thusa's Spinning Wheel,pg23106.epub,Literary,Hentz| Caroline Lee,0.16400000000000000,0.7120000000000000,0.124,4577,0.867282571548601,120,361,255,78.18,2
A Chinese Command: A Story of Adventure in Eastern Seas,pg23118.epub,Sea and Adventure,Collingwood| Harry,0.099,0.7980000000000000,0.10300000000000000,3178,0.851805676128746,137,49,343,56.27,4
Other People's Business: The Romantic Career of the Practical Miss Dale,pg23157.epub,Literary,Smith| Harriet L.,0.15,0.754,0.095,4723,0.875091936390337,171,277,221,79.82,2
Old Ebenezer,pg23215.epub,Literary,Read| Opie Percival,0.135,0.778,0.087,5068,0.857679622414088,135,130,283,92.65,2
The FÃªte At Coqueville - 1907,pg23222.epub,Literary,Zola| ile,0.122,0.7830000000000000,0.095,730,0.854517397923274,36,44,79,78.54,2
Good Blood,pg23223.epub,Literary,Wildenbruch| Ernst von,0.08800000000000000,0.8270000000000000,0.085,423,0.848432811958277,14,0,101,75.64,2
Mistress Anne,pg23246.epub,Literary,Bailey| Temple,0.147,0.7880000000000000,0.065,6921,0.861452326951243,259,226,233,92.24,2
The Folly Of Eustace - 1896,pg23420.epub,Literary,Hichens| Robert,0.17300000000000000,0.733,0.094,735,0.86359537796584,27,52,76,80.03,2
The Man Next Door,pg23606.epub,Literary,Hough| Emerson,0.11900000000000000,0.816,0.065,5554,0.858498079842494,120,273,345,103.38,2
The Riddle Of The Rocks - 1895,pg23629.epub,Literary,Murfree| Mary Noailles,0.113,0.79,0.098,797,0.855944641092742,69,38,123,79.54,2
The Phantoms Of The Foot-Bridge - 1895,pg23630.epub,Literary,Murfree| Mary Noailles,0.113,0.7910000000000000,0.096,648,0.86184789355066,58,58,119,80.15,2
The Moonshiners At Hoho-Hebee Falls - 1895,pg23631.epub,Literary,Murfree| Mary Noailles,0.131,0.765,0.10400000000000000,1131,0.864271624183027,111,58,248,70.74,2
'way Down In Lonesome Cove - 1895,pg23632.epub,Literary,Murfree| Mary Noailles,0.107,0.773,0.12,870,0.867895219217229,50,67,120,84.98,2
"His ""Day In Court"" - 1895",pg23633.epub,Literary,Murfree| Mary Noailles,0.113,0.782,0.105,921,0.868359403041904,91,92,126,82.95,2
Flamsted quarries,pg23664.epub,Literary,Waller| Mary E.,0.147,0.7830000000000000,0.071,7005,0.87032648575433,262,323,401,81.5,2
The Dew of Their Youth,pg23736.epub,Literary,Crockett| S. R.,0.12300000000000000,0.789,0.08800000000000000,4939,0.863063745047343,390,192,259,77.0,2
David Malcolm,pg23741.epub,Literary,Lloyd| Nelson,0.135,0.7760000000000000,0.08900000000000000,5308,0.853807381212415,208,176,322,78.77,2
Aladdin & Co.: A Romance of Yankee Magic,pg23745.epub,Literary,Quick| Herbert,0.13700000000000000,0.792,0.071,4380,0.866218808599347,230,151,293,78.94,2
Cruel As The Grave,pg23789.epub,Literary,Southworth| Emma Dorothy Eliza Nevitte,0.153,0.747,0.10100000000000000,6921,0.869675043805116,220,301,320,78.79,2
A True Friend: A Novel,pg23797.epub,Literary,Sergeant| Adeline,0.174,0.7340000000000000,0.092,7368,0.870306756588865,170,325,222,81.7,2
The Opal Serpent,pg24769.epub,Detective and Mystery,Hume| Fergus,0.128,0.757,0.115,6509,0.87309448050854,209,273,424,91.84,1
The Book of All-Power,pg24920.epub,Literary,Wallace| Edgar,0.111,0.7980000000000000,0.09,3573,0.854540152782552,107,124,251,81.26,2
The Kingdom Round the Corner: A Novel,pg25702.epub,Literary,Ashford| Angela| Ashford| Daisy,0.14800000000000000,0.754,0.098,7591,0.868155102829283,114,297,421,82.57,2
An Apostate: Nawin of Thais,pg25730.epub,Literary,Dawson| Coningsby,0.114,0.7930000000000000,0.09300000000000000,4601,0.857975488982071,100,108,388,61.8,2
Her Mother's Secret,pg26259.epub,Literary,Hume| Fergus,0.14400000000000000,0.763,0.09300000000000000,6522,0.870891158812656,240,220,248,81.36,2
Margarita's Soul: The Romantic Recollections of a Man of Fifty,pg26277.epub,Literary,Southworth| Emma Dorothy Eliza Nevitte,0.165,0.745,0.09,4406,0.873386113670201,349,231,245,79.06,2
Simon,pg26306.epub,Detective and Mystery,Bacon| Josephine Daskam,0.126,0.784,0.09,4869,0.869194162982526,94,178,335,81.73,1
Madeline Payne- the Detective's Daughter,pg26482.epub,Detective and Mystery,Lynch| Lawrence L.,0.161,0.735,0.10300000000000000,7661,0.87668408138713,198,407,302,80.07,1
Burlesques,pg2675.epub,Literary,Lynch| Lawrence L.,0.14,0.774,0.086,7122,0.8637257470065870,1398,182,413,76.84,2
Ringfield: A Novel,pg26768.epub,Literary,Thackeray| William Makepeace,0.134,0.759,0.107,5119,0.871465882587697,329,218,338,79.54,2
A Red Wallflower,pg26828.epub,Literary,Harrison| S. Frances,0.156,0.7710000000000000,0.073,11381,0.869330698537942,247,281,293,82.75,2
A Pessimist in Theory and Practice,pg26847.epub,Literary,Warner| Susan,0.154,0.755,0.091,4061,0.862491623007379,119,130,150,91.19,2
The Bradys Beyond Their Depth- The Great Swamp Mystery,pg26925.epub,Detective and Mystery,Bird| Frederic Mayer,0.10300000000000000,0.7810000000000000,0.11600000000000000,2306,0.867381190747768,74,17,163,82.36,1
Bird of Paradise,pg27323.epub,Literary,Seltzer| Charles Alden,0.2,0.713,0.08800000000000000,4607,0.873442742812609,132,203,251,83.92,3
The Giant's Robe,pg27507.epub,Literary,Sabin| Edwin L.,0.14300000000000000,0.754,0.102,7764,0.871170775138444,267,229,507,80.86,3
The Seven Secrets,pg27549.epub,Detective and Mystery,Anstey| F.,0.135,0.7390000000000000,0.126,4765,0.867929276393275,123,191,210,70.93,1
Five O'Clock Tea: Farce,pg27709.epub,Literary,Queux| William Le,0.17,0.754,0.076,730,0.852808012148473,49,9,29,88.92,3
A Bachelor's Dream,pg27838.epub,Literary,Howells| William Dean,0.133,0.7390000000000000,0.129,1626,0.867280154280734,38,102,161,81.41,3
The Dominant Dollar,pg27857.epub,Literary,Duchess|,0.152,0.768,0.079,6146,0.867986708012786,71,99,279,85.54,3
Dick Leslie's Luck: A Story of Shipwreck and Adventure,pg27909.epub,Sea and Adventure,Lillibridge| Will,0.122,0.789,0.08800000000000000,3791,0.85740648900661,144,170,407,70.85,5
Anderson Crow- Detective,pg28229.epub,Detective and Mystery,Morris| Gouverneur,0.11,0.804,0.086,5559,0.879106711954202,373,171,355,83.48,1
A Romantic Young Lady,pg28236.epub,Literary,McCutcheon| George Barr,0.16700000000000000,0.746,0.087,4321,0.856366046169851,109,126,239,69.68,3
The Beloved Woman,pg28301.epub,Literary,Grant| Robert,0.16400000000000000,0.746,0.09,5563,0.8705117269361,282,349,195,81.1,3
In Brief Authority,pg28459.epub,Literary,Norris| Kathleen Thompson,0.15,0.765,0.085,7052,0.876588220447755,258,312,339,81.66,3
Not Like Other Girls,pg28463.epub,Literary,Anstey| F.,0.162,0.726,0.11200000000000000,10225,0.879698321720118,302,436,384,81.07,3
The Limit,pg28465.epub,Literary,Leverson| Ada,0.192,0.7190000000000000,0.08900000000000000,4624,0.878752987693711,167,186,244,84.47,3
The Brass Bound Box,pg28509.epub,Literary,Raymond| Evelyn,0.135,0.765,0.1,4369,0.886432470132952,230,283,307,82.56,3
Wee Wifie,pg28717.epub,Literary,Carey| Rosa Nouchette,0.163,0.722,0.115,6120,0.874236511182071,357,384,370,80.29,3
Lover or Friend,pg28925.epub,Literary,Carey| Rosa Nouchette,0.16400000000000000,0.7340000000000000,0.102,11813,0.874500833033728,375,423,439,82.72,3
Chit-Chat  Nirvana  The Searchlight,pg29071.epub,Literary,Holt| Mathew Joseph,0.115,0.807,0.078,3506,0.861358057205469,364,122,207,73.53,3
Cleo The Magnificent- The Muse of the Real: A Novel,pg29207.epub,Literary,Zangwill| Louis,0.156,0.7610000000000000,0.083,4363,0.86416055020837,112,176,297,77.61,3
The First Violin - A Novel,pg29219.epub,Literary,Fothergill| Jessie,0.152,0.759,0.08900000000000000,4595,0.8685465082866330,256,129,255,81.31,3
People of Position,pg29274.epub,Literary,Hyatt| Stanley Portal,0.128,0.769,0.10300000000000000,3454,0.869496585025654,120,182,271,79.89,3
Australia Revenged,pg29315.epub,Literary,Boomerang|,0.152,0.765,0.08200000000000000,5039,0.87480437443607,220,168,330,82.15,3
An Old Sailor's Yarns,pg29323.epub,Sea and Adventure,Ames| N.,0.146,0.763,0.091,2413,0.86291534616544,294,161,267,56.89,5
The Prisoner,pg29366.epub,Literary,Brown| Alice,0.14300000000000000,0.764,0.094,10980,0.867834841419815,140,421,423,83.65,3
Murder Point: A Tale of Keewatin,pg29400.epub,Detective and Mystery,Dawson| Coningsby,0.099,0.782,0.11900000000000000,4766,0.85713125358992,154,85,429,75.15,1
Rope,pg29570.epub,Literary,Hall| Holworthy,0.14,0.787,0.073,4049,0.86972760878932,120,112,272,83.49,3
Once to Every Man,pg29646.epub,Literary,Evans| Larry,0.102,0.807,0.091,3536,0.865880344436958,135,165,389,77.55,3
Mixed Faces,pg29657.epub,Literary,Norton| Roy,0.16,0.762,0.079,3730,0.871489105362207,208,111,317,80.02,3
Nobody,pg29671.epub,Literary,Vance| Louis Joseph,0.14800000000000000,0.737,0.115,4366,0.87501947253636,121,311,171,71.47,3
The Hound From The North,pg29695.epub,Literary,Cullum| Ridgwell,0.128,0.758,0.114,6969,0.867358544310969,138,228,338,81.49,3
The Heart of Thunder Mountain,pg29697.epub,Literary,Bingham| Edfrid A.,0.11200000000000000,0.772,0.11700000000000000,6906,0.862340595245025,170,299,334,80.82,3
Hetty's Strange History,pg29699.epub,Literary,Jackson| Helen Hunt,0.14300000000000000,0.755,0.102,3499,0.874668675943586,114,229,180,80.26,3
The Princess Virginia,pg29715.epub,Literary,Williamson| A. M.| Williamson| C. N.,0.17600000000000000,0.736,0.08800000000000000,3396,0.8713616524148390,118,203,207,79.73,3
The Strollers,pg29726.epub,Literary,Isham| Frederic Stewart,0.13700000000000000,0.7660000000000000,0.09700000000000000,7289,0.865590382283125,337,238,418,70.36,3
Victor's Triumph - Sequel to A Beautiful Fiend,pg29729.epub,Literary,Southworth| Emma Dorothy Eliza Nevitte,0.161,0.747,0.092,2543,0.871581256511418,111,160,136,80.63,3
The Missionary,pg29743.epub,Literary,Griffith| George Chetwynd,0.146,0.773,0.081,3976,0.864893225771622,176,170,218,77.56,3
The Gorgeous Girl,pg29753.epub,Literary,Bartley| Nalbro,0.16700000000000000,0.738,0.095,5128,0.878946972154751,205,305,263,79.27,3
The Dominant Strain,pg29760.epub,Literary,Ray| Anna Chapin,0.142,0.758,0.1,5090,0.872716460460777,173,201,274,80.87,3
Audrey Craven,pg29766.epub,Literary,Sinclair| May,0.154,0.743,0.10300000000000000,5087,0.867829000719883,134,253,257,81.24,3
The Man Who Wins,pg29808.epub,Literary,Herrick| Robert,0.138,0.774,0.08800000000000000,1159,0.866612408916833,42,61,128,77.96,3
The Paliser case,pg29847.epub,Literary,Saltus| Edgar,0.128,0.78,0.091,8274,0.867301976025527,258,275,309,83.9,3
Dwellers in the Hills,pg29851.epub,Literary,Post| Melville Davisson,0.1,0.81,0.09,3104,0.844898528112102,147,43,231,87.94,3
A Great Man: A Frolic,pg29860.epub,Literary,Bennett| Arnold,0.153,0.774,0.073,4620,0.865193881216375,214,117,286,73.59,3
The Old Countess- The Two Proposals,pg29862.epub,Literary,Stephens| Ann S.,0.172,0.721,0.107,5398,0.872673409588273,99,252,155,79.56,3
Love and Lucy,pg29868.epub,Literary,Hewlett| Maurice,0.166,0.748,0.086,5448,0.865417234318066,156,222,265,93.26,3
The Crimson Tide: A Novel,pg29880.epub,Literary,Chambers| Robert W.,0.149,0.74,0.111,8301,0.885957915830965,535,303,309,83.78,3
The Doctor's Family,pg29890.epub,Literary,Oliphant| Mrs.,0.129,0.7490000000000000,0.122,2632,0.874145287942295,72,139,148,76.21,3
The Rector,pg29891.epub,Literary,Oliphant| Mrs.,0.161,0.73,0.109,607,0.873034792684833,27,34,77,77.54,3
Changing Winds - A Novel,pg29902.epub,Literary,Ervine| St. John G.,0.134,0.7760000000000000,0.09,13155,0.862911823067202,541,250,471,92.62,3
Jan and Her Job,pg29945.epub,Literary,Harker| L. Allen,0.15,0.764,0.086,5441,0.877893965755716,208,298,335,82.13,3
The Eye of Dread,pg30031.epub,Literary,Erskine| Payne,0.138,0.7710000000000000,0.09,9511,0.865110398982253,393,297,503,90.44,3
In the Shadow of the Hills,pg30037.epub,Literary,Shedd| George C.,0.10800000000000000,0.774,0.11800000000000000,5935,0.873176232284659,104,170,449,80.57,3
Jessica- the Heiress,pg30074.epub,Literary,Raymond| Evelyn,0.152,0.753,0.095,3544,0.87819188620006,160,193,259,81.56,3
Our Next-Door Neighbors,pg30075.epub,Literary,Maniates| Belle Kanaris,0.121,0.7710000000000000,0.10800000000000000,2542,0.872390971255767,82,126,161,83.76,3
Amaryllis at the Fair,pg30087.epub,Literary,Jefferies| Richard,0.134,0.7830000000000000,0.083,2807,0.86736659248139,191,133,227,76.52,3
Young Barbarians,pg30089.epub,Literary,Maclaren| Ian,0.133,0.774,0.09300000000000000,2274,0.852339353766554,227,20,294,70.79,3
Robinetta,pg30090.epub,Literary,Findlater| Jane Helen| Findlater| Mary| McAulay| Allan| Wiggin| Kate Douglas Smith,0.147,0.77,0.083,3181,0.880200331996642,169,205,166,80.8,3
At the Crossroads,pg30095.epub,Literary,Comstock| Harriet T.,0.14,0.759,0.10100000000000000,7504,0.877615781630313,181,282,336,83.62,3
The Vast Abyss - The Story of Tom Blount- his Uncles and his Cousin Sam,pg30106.epub,Literary,Fenn| George Manville,0.124,0.777,0.098,8308,0.868550173790629,224,53,443,90.98,3
The Quality of Mercy,pg30108.epub,Literary,Howells| William Dean,0.136,0.7710000000000000,0.09300000000000000,6919,0.858634317479595,147,229,466,80.94,3
Name and Fame: A Novel,pg30110.epub,Literary,Sergeant| Adeline,0.157,0.741,0.102,7713,0.864816499386831,220,349,349,77.88,3
A Noble Woman,pg30111.epub,Literary,Stephens| Ann S.,0.14800000000000000,0.711,0.141,8555,0.8835561861765170,236,397,327,82.77,3
Tante,pg30115.epub,Literary,Sedgwick| Anne Douglas,0.155,0.754,0.091,10312,0.86876105142649,295,480,287,82.91,3
Daisy Brooks- A Perilous Love,pg30137.epub,Sea and Adventure,Libbey| Laura Jean,0.174,0.688,0.13700000000000000,5278,0.879246098902436,162,253,212,81.66,5
A Manual of the Art of Fiction,pg30183.epub,Literary,Hamilton| Clayton Meeker,0.14300000000000000,0.799,0.058000000000000000,2679,0.843560631624651,518,47,197,53.12,3
East of the Shadows,pg30193.epub,Literary,Barclay| Mrs. Hubert,0.168,0.74,0.09300000000000000,4055,0.864344058430459,98,259,201,80.69,3
Officer 666,pg30228.epub,Literary,Currie| Barton Wood| McHugh| Augustin,0.138,0.76,0.102,4612,0.871427044122852,197,131,328,82.56,3
Phemie Frost's Experiences,pg30245.epub,Literary,Stephens| Ann S.,0.161,0.772,0.068,6993,0.873085057468727,257,269,318,87.3,3
